timestamp,2020-11-02 11:37:11
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,154.2
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%,mm,Unitless
2020-10-01,60.9,3.4,6.3,87.6,6.0,3.0,9.3,940.7,5.0,297.9,3.2,1.2,9.1,74.4,9.1,64.0,,0.192
2020-10-02,52.9,0.2,6.9,83.8,7.7,4.4,10.8,942.8,2.9,62.7,7.5,1.2,8.7,74.9,8.5,64.7,,0.196
2020-10-03,64.7,30.0,8.0,94.0,8.5,6.7,9.7,936.3,0.7,11.0,5.1,0.4,8.9,74.0,8.9,65.1,,0.162
2020-10-04,63.9,5.2,8.1,88.0,9.6,7.2,11.4,929.4,4.9,49.1,6.0,1.3,9.0,74.6,9.0,65.4,,0.195
2020-10-05,65.1,4.3,8.2,95.0,8.8,7.8,10.3,936.7,3.7,306.8,3.3,0.7,9.3,75.0,9.3,65.5,,0.185
2020-10-06,64.5,10.0,7.7,90.5,8.4,6.1,10.4,939.6,4.0,268.8,3.4,1.0,9.2,75.2,9.2,65.6,,0.183
2020-10-07,60.4,1.0,7.2,88.1,7.8,6.5,9.4,952.5,2.4,271.9,5.3,0.8,9.2,75.4,9.1,65.7,,0.197
2020-10-08,60.3,9.4,6.3,85.8,6.3,4.5,8.9,954.5,3.4,328.2,4.9,1.1,8.5,75.6,8.5,65.7,,0.193
2020-10-09,62.9,2.5,6.1,89.5,5.1,3.2,6.8,958.1,3.8,279.1,5.3,0.9,8.3,75.7,8.1,65.8,,0.197
2020-10-10,65.8,6.7,7.1,95.0,6.5,4.3,9.1,963.4,1.9,312.5,4.3,0.5,8.1,75.7,8.1,65.9,,0.189
2020-10-11,63.0,0.0,6.4,85.8,6.4,4.3,9.1,969.4,4.5,348.4,2.9,1.0,8.2,75.8,8.2,65.8,,0.192
2020-10-12,72.9,10.7,7.3,96.3,6.5,4.3,8.9,959.2,0.4,219.5,4.1,0.2,8.2,75.8,8.2,65.9,,0.168
2020-10-13,65.4,5.1,6.9,92.5,6.4,3.2,8.4,957.4,1.8,27.5,8.9,0.6,7.9,75.9,7.8,65.9,,0.153
2020-10-14,70.2,2.7,7.2,87.7,8.0,5.6,10.4,970.2,1.8,62.2,6.3,0.9,8.1,75.8,8.1,65.8,,0.189
2020-10-15,65.3,0.1,5.8,83.0,5.5,3.7,7.9,972.2,-0.5,49.4,5.8,0.8,7.7,75.9,7.7,65.9,,0.186
2020-10-16,66.9,0.7,6.6,90.6,6.0,4.9,7.4,971.3,2.8,43.3,2.4,0.7,7.6,75.9,7.5,66.0,,0.177
2020-10-17,66.2,0.8,7.0,92.0,6.6,5.0,8.8,968.3,2.1,42.1,3.1,0.6,7.9,75.8,7.8,65.9,,0.187
2020-10-18,64.7,0.2,6.6,92.0,5.7,4.0,6.5,966.1,1.9,148.2,3.0,0.6,7.9,75.6,7.8,65.7,,0.181
2020-10-19,63.6,0.2,7.1,86.0,7.9,6.4,9.0,954.5,1.0,168.2,6.1,0.8,8.1,74.0,8.0,62.7,,0.185
2020-10-20,63.7,1.8,8.3,85.2,10.5,8.0,13.2,941.4,1.6,174.3,7.0,1.1,8.3,73.7,8.2,61.2,,0.191
2020-10-21,59.4,0.4,8.9,95.1,9.8,6.5,11.2,939.5,0.7,190.5,4.9,0.3,8.7,73.3,8.8,60.1,,0.17
2020-10-22,60.4,1.3,7.4,96.9,6.7,4.8,8.4,946.7,1.0,238.8,4.7,0.3,8.6,72.4,8.6,59.6,,0.167
2020-10-23,60.9,1.3,6.1,88.5,5.3,4.0,7.5,947.8,0.6,203.0,4.8,0.5,8.2,73.1,8.1,60.1,,0.176
2020-10-24,62.0,9.7,6.9,94.0,6.1,4.4,8.7,938.1,0.4,185.6,6.2,0.4,7.9,74.3,7.8,62.3,,0.16
2020-10-25,64.8,3.8,6.4,90.2,5.7,4.6,8.1,934.0,2.6,190.5,7.2,0.8,7.5,75.5,7.4,64.6,,0.198
2020-10-26,67.3,8.0,6.9,95.5,6.0,4.9,7.0,935.4,1.0,243.5,6.0,0.3,7.4,75.7,7.3,65.1,,0.177
2020-10-27,66.3,7.0,6.7,94.5,5.5,4.4,8.0,936.1,1.1,204.8,4.7,0.3,7.4,75.7,7.4,65.4,,0.16
2020-10-28,63.2,7.4,6.3,92.6,5.0,3.9,6.4,939.1,1.4,218.3,4.2,0.5,7.2,75.8,7.1,65.6,,0.182
2020-10-29,67.9,7.6,8.1,96.6,8.0,4.2,11.1,947.4,0.4,213.3,6.4,0.2,7.3,75.9,7.2,65.7,,0.154
2020-10-30,61.0,0.0,7.5,88.9,8.0,3.7,11.6,954.5,-0.2,261.5,5.3,0.5,8.2,75.8,8.3,65.6,,0.185
2020-10-31,69.8,12.7,7.5,85.5,8.6,5.7,12.1,946.5,0.1,189.0,9.8,0.8,8.0,75.8,8.0,65.7,,0.167
